TestN,panSetAngles,tiltSetAngles,currentTimeMS,panAngle,tiltAngle,panVoltage,tiltVoltage
0,0,0,1,0,0,0,0
0,0,0,7,0,0,0,0
0,0,0,15,0,0,0,0
0,0,0,21,0,0,0,0
0,0,0,28,0,0,0,0
0,0,0,34,0,0,0,0
0,0,0,41,0,0,0,0
0,0,0,48,0,0,0,0
0,0,0,55,0,0,0,0
0,0,0,63,0,0,0,0
0,0,0,73,0,0,0,0
0,0,0,80,0,0,0,0
0,0,0,86,0,0,0,0
0,0,0,93,0,0,0,0
0,0,0,99,0,0,0,0
0,0,0,105,0,0,0,0
0,0,0,112,0,0,0,0
0,0,0,120,0,0,0,0
0,0,0,126,0,0,0,0
0,0,0,132,0,0,0,0
0,0,0,140,0,0,0,0
0,0,0,147,0,0,0,0
0,0,0,153,0,0,0,0
0,0,0,160,0,0,0,0
0,0,0,166,0,0,0,0
0,0,0,172,0,0,0,0
0,0,0,178,0,0,0,0
0,0,0,184,0,0,0,0
0,0,0,191,0,0,0,0
0,0,0,198,0,0,0,0
0,0,0,203,0,0,0,0
0,0,0,210,0,0,0,0
0,0,0,215,0,0,0,0
0,0,0,221,0,0,0,0
0,0,0,227,0,0,0,0
0,0,0,234,0,0,0,0
0,0,0,240,0,0,0,0
0,0,0,247,0,0,0,0
0,0,0,254,0,0,0,0
0,0,0,263,0,0,0,0
0,0,0,271,0,0,0,0
0,0,0,278,0,0,0,0
0,0,0,284,0,0,0,0
0,0,0,295,0,0,0,0
0,0,0,302,0,0,0,0
0,0,0,307,0,0,0,0
0,0,0,314,0,0,0,0
0,0,0,321,0,0,0,0
0,0,0,331,0,0,0,0
0,0,0,337,0,0,0,0
0,0,0,344,0,0,0,0
0,0,0,351,0,0,0,0
0,0,0,358,0,0,0,0
0,0,0,364,0,0,0,0
0,0,0,371,0,0,0,0
0,0,0,376,0,0,0,0
0,0,0,382,0,0,0,0
0,0,0,389,0,0,0,0
0,0,0,395,0,0,0,0
0,0,0,402,0,0,0,0
0,0,0,408,0,0,0,0
0,0,0,415,0,0,0,0
0,0,0,422,0,0,0,0
0,0,0,432,0,0,0,0
0,0,0,438,0,0,0,0
0,0,0,444,0,0,0,0
0,0,0,451,0,0,0,0
0,0,0,459,0,0,0,0
0,0,0,465,0,0,0,0
0,0,0,471,0,0,0,0
0,0,0,477,0,0,0,0
0,0,0,484,0,0,0,0
0,0,0,491,0,0,0,0
0,0,0,500,0,0,0,0
0,0,0,506,0,0,0,0
0,0,0,515,0,0,0,0
0,0,0,522,0,0,0,0
0,0,0,531,0,0,0,0
0,0,0,538,0,0,0,0
0,0,0,546,0,0,0,0
0,0,0,556,0,0,0,0
0,0,0,565,0,0,0,0
0,0,0,572,0,0,0,0
0,0,0,582,0,0,0,0
0,0,0,589,0,0,0,0
0,0,0,596,0,0,0,0
0,0,0,607,0,0,0,0
0,0,0,615,0,0,0,0
0,0,0,622,0,0,0,0
0,0,0,630,0,0.8,12,12
0,0,0,640,-1.324,16,2.79128,-7.8999996
0,0,0,649,2.648,11.2,-3.08256,-6.22
0,0,0,656,2.648,3.2,-3.08256,-3.42
0,0,0,665,0,-0.8,0,2.58
0,0,0,675,-1.324,0,2.79128,0
0,0,0,684,-1.324,0,2.79128,0
0,0,0,692,0,0,0,0
0,0,0,701,0,0,0,0
0,0,0,708,0,0,0,0
0,0,0,716,0,0,0,0
0,0,0,724,0,0,0,0
0,0,0,733,0,0,0,0
0,0,0,740,0,0,0,0
0,0,0,749,0,0,0,0
0,0,0,762,0,0,0,0
0,0,0,771,0,0,0,0
0,0,0,782,0,0,0,0
0,0,0,790,0,0,0,0
0,90,90,1297,0,0,0,0
0,90,90,1304,0,0,0,0
0,90,90,1311,0,0,0,0
0,90,90,1318,0,0,0,0
0,90,90,1325,0,0,0,0
0,90,90,1333,0,0,0,0
0,90,90,1340,0,0,0,0
0,90,90,1347,0,0,0,0
0,90,90,1354,0,0,0,0
0,90,90,1362,0,0,0,0
0,90,90,1369,0,0,0,0
0,90,90,1377,0,0,0,0
0,90,90,1384,0,0,0,0
0,90,90,1392,0,0,0,0
0,90,90,1400,0,0,0,0
0,90,90,1408,0,0,0,0
0,90,90,1417,0,0,0,0
0,90,90,1424,0,0,12,0
0,90,90,1431,0,0,12,12
0,90,90,1441,0,0,12,12
0,90,90,1448,2.648,0.8,12,12
0,90,90,1455,3.9720001,0.8,12,12
0,90,90,1463,3.9720001,1.6,12,12
0,90,90,1470,3.9720001,3.2,12,12
0,90,90,1478,3.9720001,4,12,12
0,90,90,1484,3.9720001,4,12,12
0,90,90,1491,3.9720001,5.6,12,12
0,90,90,1499,3.9720001,7.2000003,12,12
0,90,90,1507,5.296,8.8,12,12
0,90,90,1515,5.296,8.8,12,12
0,90,90,1522,6.62,11.2,12,12
0,90,90,1529,6.62,13.6,12,12
0,90,90,1537,7.9440002,15.2,12,12
0,90,90,1544,7.9440002,15.2,12,12
0,90,90,1551,9.268,17.6,12,12
0,90,90,1558,9.268,20,12,12
0,90,90,1567,10.592,22.4,12,12
0,90,90,1575,11.916,22.4,12,12
0,90,90,1583,11.916,24.800001,12,12
0,90,90,1591,13.24,27.2,12,12
0,90,90,1599,14.564,29.6,12,12
0,90,90,1607,15.8880005,29.6,12,12
0,90,90,1615,15.8880005,32,12,12
0,90,90,1622,17.212,34.4,12,12
0,90,90,1630,19.86,36.8,12,12
0,90,90,1638,21.184,39.2,12,12
0,90,90,1645,22.508,39.2,12,12
0,90,90,1653,22.508,42.4,12,12
0,90,90,1659,23.832,44.8,12,12
0,90,90,1667,25.156,47.2,12,12
0,90,90,1675,27.804,49.600002,12,12
0,90,90,1683,27.804,49.600002,12,12
0,90,90,1691,29.128,52,12,12
0,90,90,1699,31.776001,54.4,12,12
0,90,90,1707,33.1,56.8,12,12
0,90,90,1714,34.424,56.8,12,12
0,90,90,1722,34.424,59.2,12,12
0,90,90,1729,37.072,62.4,11.496161,11.959999
0,90,90,1738,38.396,64.8,12,11.119999
0,90,90,1746,41.044,67.200005,12,11.119999
0,90,90,1753,41.044,67.200005,10.622321,10.279998
0,90,90,1761,42.368,69.6,11.655039,9.440001
0,90,90,1768,45.016,72,9.748482,8.599999
0,90,90,1774,46.34,72,9.748482,8.599999
0,90,90,1781,46.34,73.6,10.7811985,8.04
0,90,90,1789,48.988,76,8.874641,7.2
0,90,90,1796,50.312,78.4,9.907358,7.2
0,90,90,1804,50.312,78.4,9.907358,6.3599997
0,90,90,1812,52.96,80,8.000801,5.8
0,90,90,1818,54.284,81.6,9.033519,5.2400007
0,90,90,1825,56.932,81.6,9.033519,5.2400007
0,90,90,1832,56.932,83.200005,7.126961,4.6799984
0,90,90,1839,58.256,84.8,8.159678,4.119999
0,90,90,1847,60.904,85.6,6.2531214,3.8400006
0,90,90,1854,62.228,85.6,6.2531214,3.8400006
0,90,90,1863,62.228,87.200005,7.2858386,3.2799983
0,90,90,1870,64.876,88,5.379281,3
0,90,90,1879,66.2,88.8,6.412003,2.7199988
0,90,90,1887,68.848,89.6,4.5054374,0
0,90,90,1895,70.172,90.4,4.5054374,0
0,90,90,1901,70.172,90.4,5.538163,0
0,90,90,1909,71.496,90.4,5.2468743,0
0,90,90,1917,74.144,91.200005,3.3403256,-2.7200015
0,90,90,1925,75.468,91.200005,3.3403256,-2.7200015
0,90,90,1932,75.468,91.200005,4.3730345,-2.7200015
0,90,90,1940,76.792,91.200005,4.0817623,-2.7200015
0,90,90,1947,78.116,91.200005,3.790483,-2.7200015
0,90,90,1954,80.764,91.200005,3.790483,-2.7200015
0,90,90,1962,80.764,91.200005,1.8839173,-2.7200015
0,90,90,1968,82.088,91.200005,2.9166431,-2.7200015
0,90,90,1975,83.412,90.4,2.6253543,-2.7200015
0,90,90,1982,83.412,90.4,2.6253543,0
0,90,90,1990,84.736,90.4,2.3340826,0
0,90,90,1998,87.384,90.4,0.4275167,0
0,90,90,2005,88.708,90.4,0.4275167,0
0,90,90,2013,88.708,90.4,1.4602425,0
0,90,90,2021,90.032,90.4,-1.2919998,0
0,90,90,2029,90.032,90.4,0,0
0,90,90,2036,91.356,90.4,-4.1543236,0
0,90,90,2044,91.356,90.4,-4.1543236,0
0,90,90,2052,92.68,90.4,-4.4135976,0
0,90,90,2061,92.68,90.4,-3.0896,0
0,90,90,2069,94.004,90.4,-4.704877,0
0,90,90,2083,94.004,90.4,-3.3808794,0
0,90,90,2089,94.004,90.4,-3.3808794,0
0,90,90,2096,94.004,90.4,-3.3808794,0
0,90,90,2104,94.004,90.4,-3.3808794,0
0,90,90,2111,95.328,90.4,-4.9961658,0
0,90,90,2119,95.328,90.4,-3.6721606,0
0,90,90,2127,95.328,90.4,-3.6721606,0
0,90,90,2133,95.328,90.4,-3.6721606,0
0,90,90,2140,95.328,90.4,-3.6721606,0
0,90,90,2148,95.328,90.4,-3.6721606,0
0,90,90,2155,95.328,90.4,-3.6721606,0
0,90,90,2163,95.328,90.4,-3.6721606,0
0,90,90,2171,95.328,90.4,-3.6721606,0
0,90,90,2178,95.328,90.4,-3.6721606,0
0,90,90,2188,95.328,90.4,-3.6721606,0
0,90,90,2195,95.328,90.4,-3.6721606,0
0,90,90,2202,95.328,90.4,-3.6721606,0
0,90,90,2209,95.328,90.4,-3.6721606,0
0,90,90,2216,94.004,90.4,-2.0568743,0
0,90,90,2225,94.004,90.4,-2.0568743,0
0,90,90,2233,94.004,90.4,-3.3808794,0
0,90,90,2239,94.004,90.4,-3.3808794,0
0,90,90,2247,94.004,90.4,-3.3808794,0
0,90,90,2254,92.68,90.4,-1.7656026,0
0,90,90,2262,92.68,90.4,-1.7656026,0
0,90,90,2269,92.68,90.4,-3.0896,0
0,90,90,2276,92.68,90.4,-3.0896,0
0,90,90,2285,91.356,90.4,-1.4743232,0
0,90,90,2294,91.356,90.4,-2.7983205,0
0,90,90,2301,91.356,90.4,-2.7983205,0
0,90,90,2309,91.356,90.4,-2.7983205,0
0,90,90,2316,91.356,90.4,-2.7983205,0
0,90,90,2323,90.032,90.4,-2.7983205,0
0,90,90,2331,90.032,90.4,1.3560028,0
0,90,90,2338,90.032,90.4,0,0
0,90,90,2346,90.032,90.4,0,0
0,90,90,2353,90.032,90.4,0,0
0,90,90,2360,90.032,90.4,0,0
0,90,90,2368,90.032,90.4,0,0
0,90,90,2375,90.032,90.4,0,0
0,90,90,2383,90.032,90.4,0,0
0,90,90,2390,90.032,90.4,0,0
0,90,90,2397,90.032,90.4,0,0
0,90,90,2405,90.032,90.4,0,0
