TestN,panSetAngles,tiltSetAngles,currentTimeMS,panAngle,tiltAngle,panVoltage,tiltVoltage
0,0,0,1,31.776001,90.4,0,0
0,0,0,7,31.776001,90.4,0,0
0,0,0,15,31.776001,90.4,0,0
0,0,0,22,31.776001,90.4,0,0
0,0,0,29,31.776001,90.4,0,0
0,0,0,35,31.776001,90.4,0,0
0,0,0,43,31.776001,90.4,0,0
0,0,0,49,31.776001,90.4,0,0
0,0,0,56,31.776001,90.4,0,0
0,0,0,61,31.776001,90.4,0,0
0,0,0,68,31.776001,90.4,0,0
0,0,0,75,31.776001,90.4,0,0
0,0,0,81,31.776001,90.4,0,0
0,0,0,88,31.776001,90.4,0,0
0,0,0,94,31.776001,90.4,0,0
0,0,0,101,31.776001,90.4,0,0
0,0,0,107,31.776001,90.4,0,0
0,0,0,114,31.776001,90.4,0,0
0,0,0,120,31.776001,90.4,0,0
0,0,0,126,31.776001,90.4,0,0
0,0,0,132,30.452,90.4,0,0
0,0,0,140,31.776001,90.4,0,0
0,0,0,146,31.776001,90.4,0,0
0,0,0,153,31.776001,90.4,0,0
0,0,0,160,31.776001,90.4,0,0
0,0,0,167,31.776001,90.4,0,0
0,0,0,174,31.776001,90.4,0,0
0,0,0,182,31.776001,90.4,0,0
0,0,0,195,31.776001,90.4,0,0
0,0,0,201,31.776001,90.4,0,0
0,0,0,208,31.776001,90.4,0,0
0,0,0,215,31.776001,90.4,0,0
0,0,0,222,31.776001,90.4,0,0
0,0,0,228,31.776001,90.4,0,0
0,0,0,235,31.776001,90.4,0,0
0,0,0,242,31.776001,90.4,0,0
0,0,0,250,31.776001,90.4,0,0
0,0,0,257,31.776001,90.4,0,0
0,0,0,264,31.776001,90.4,0,0
0,0,0,270,31.776001,90.4,0,0
0,0,0,276,31.776001,90.4,0,0
0,0,0,282,31.776001,90.4,0,0
0,0,0,288,31.776001,90.4,0,0
0,0,0,294,31.776001,90.4,0,0
0,0,0,301,31.776001,90.4,0,0
0,0,0,308,31.776001,90.4,0,0
0,0,0,315,31.776001,90.4,0,0
0,0,0,320,31.776001,90.4,0,0
0,0,0,326,31.776001,90.4,0,0
0,0,0,333,31.776001,90.4,0,0
0,0,0,339,31.776001,90.4,0,0
0,0,0,346,31.776001,90.4,0,0
0,0,0,353,31.776001,90.4,0,0
0,0,0,359,31.776001,90.4,0,0
0,0,0,368,31.776001,90.4,0,0
0,0,0,375,31.776001,90.4,0,0
0,0,0,383,27.804,85.6,-8.61688,-12
0,0,0,388,23.832,65.6,-6.4190407,-12
0,0,0,394,15.8880005,44,-4.671361,-12
0,0,0,401,6.62,22.4,-4.24768,-7.8999996
0,0,0,408,3.9720001,15.2,-2.0498402,-6.1
0,0,0,415,3.9720001,13.6,-3.37384,-6.1
0,0,0,422,3.9720001,13.6,-3.37384,-5.7
0,0,0,429,2.648,12.8,-1.75856,-5.5
0,0,0,437,1.324,11.2,-1.4672799,-5.1
0,0,0,445,1.324,9.6,-1.4672799,-5.1
0,0,0,452,1.324,9.6,-2.79128,-4.7
0,0,0,460,0,8.8,1.3240001,-4.5
0,0,0,468,0,8,0,-4.3
0,0,0,475,-1.324,6.4,4.11528,-3.9
0,0,0,483,-1.324,6.4,4.11528,-3.9
0,0,0,490,-1.324,5.6,2.79128,-3.6999998
0,0,0,501,-1.324,4.8,2.79128,-3.5
0,0,0,508,-1.324,4,2.79128,-3.3
0,0,0,519,-1.324,4,2.79128,-3.3
0,0,0,526,-1.324,3.2,2.79128,-3.1
0,0,0,534,-1.324,2.4,2.79128,-3.1
0,0,0,542,-1.324,2.4,2.79128,-2.9
0,0,0,549,-1.324,1.6,2.79128,-2.7
0,0,0,557,-2.648,1.6,4.40656,-2.7
0,0,0,564,-2.648,1.6,4.40656,-2.7
0,0,0,571,-2.648,0.8,3.08256,-2.5
0,0,0,579,-2.648,0.8,3.08256,-2.5
0,0,0,587,-2.648,0,3.08256,0
0,0,0,594,-2.648,0,3.08256,0
0,0,0,601,-2.648,0,3.08256,0
0,0,0,609,-2.648,0,3.08256,0
0,0,0,617,-2.648,0,3.08256,0
0,0,0,624,-2.648,0,3.08256,0
0,0,0,633,-2.648,0,3.08256,0
0,0,0,641,-2.648,0,3.08256,0
0,0,0,647,-1.324,0,1.4672799,0
0,0,0,654,-1.324,0,2.79128,0
0,0,0,662,-1.324,0,2.79128,0
0,0,0,670,-1.324,0,2.79128,0
0,0,0,678,-1.324,0,2.79128,0
0,0,0,685,-1.324,0,2.79128,0
0,0,0,693,0,0,2.79128,0
0,0,0,700,0,0,-1.3240001,0
