TestN,panSetAngles,tiltSetAngles,currentTimeMS,panAngle,tiltAngle,panVoltage,tiltVoltage
0,0,0,1,74.144,97.6,0,0
0,0,0,8,74.144,97.6,0,0
0,0,0,15,74.144,97.6,0,0
0,0,0,21,74.144,97.6,0,0
0,0,0,28,74.144,97.6,0,0
0,0,0,34,74.144,97.6,0,0
0,0,0,45,74.144,97.6,0,0
0,0,0,52,72.82,97.6,0,0
0,0,0,62,75.468,97.6,2.764801,0
0,0,0,70,75.468,97.6,0,0
0,0,0,76,75.468,97.6,0,0
0,0,0,83,75.468,97.6,0,0
0,0,0,89,75.468,97.6,0,0
0,0,0,97,75.468,97.6,0,0
0,0,0,105,75.468,97.6,0,0
0,0,0,112,75.468,97.6,0,0
0,0,0,119,75.468,97.6,0,0
0,0,0,125,75.468,97.6,0,0
0,0,0,133,75.468,97.6,0,0
0,0,0,140,75.468,97.6,0,0
0,0,0,147,75.468,97.6,0,0
0,0,0,153,75.468,97.6,0,0
0,0,0,160,75.468,97.6,0,0
0,0,0,166,75.468,97.6,0,0
0,0,0,172,75.468,97.6,0,0
0,0,0,178,75.468,97.6,0,0
0,0,0,184,75.468,97.6,0,0
0,0,0,190,75.468,97.6,0,0
0,0,0,197,75.468,97.6,0,0
0,0,0,204,75.468,97.6,0,0
0,0,0,209,75.468,97.6,0,0
0,0,0,215,75.468,97.6,0,0
0,0,0,222,75.468,97.6,0,0
0,0,0,229,75.468,97.6,0,0
0,0,0,235,75.468,97.6,0,0
0,0,0,242,75.468,97.6,0,0
0,0,0,251,75.468,97.6,0,0
0,0,0,258,75.468,97.6,0,0
0,0,0,265,75.468,97.6,0,0
0,0,0,271,75.468,97.6,-12,0
0,0,0,278,66.2,77.6,-12,-12
0,0,0,285,55.608,56.8,-10.973605,-12
0,0,0,292,48.988,48,-7.0015945,-12
0,0,0,300,47.664,45.600002,-9.384806,-12
0,0,0,309,46.34,43.2,-9.119998,-12
0,0,0,316,45.016,40.8,-8.855197,-12
0,0,0,323,45.016,40.8,-8.855197,-12
0,0,0,330,42.368,38.4,-5.677603,-12
0,0,0,337,41.044,36,-8.060798,-12
0,0,0,345,39.72,34.4,-8.060798,-12
0,0,0,352,39.72,34.4,-7.7960052,-12
0,0,0,360,38.396,32,-7.5311975,-12
0,0,0,367,35.748,29.6,-4.353603,-12
0,0,0,374,33.1,27.2,-4.353603,-12
0,0,0,382,33.1,27.2,-3.8239946,-11.820001
0,0,0,390,31.776001,24.800001,-6.2072053,-10.9800005
0,0,0,398,30.452,22.4,-5.9423976,-10.139999
0,0,0,404,29.128,20,-5.9423976,-10.139999
0,0,0,412,29.128,20,-5.6776013,-9.3
0,0,0,419,27.804,17.6,-5.4128013,-8.46
0,0,0,427,25.156,16,-2.2351985,-7.8999996
0,0,0,435,23.832,13.6,-4.6184015,-7.0600004
0,0,0,442,23.832,13.6,-4.6184015,-7.0600004
0,0,0,450,21.184,12,-1.4407988,-6.5
0,0,0,458,19.86,10.400001,-3.8240013,-5.94
0,0,0,466,18.536,8.8,-3.5591972,-5.38
0,0,0,473,17.212,8.8,-3.5591972,-5.38
0,0,0,480,17.212,7.2000003,-3.2944012,-4.8199997
0,0,0,488,15.8880005,5.6,-3.0296013,-4.2599998
0,0,0,496,13.24,4.8,0.14800143,-3.98
0,0,0,503,11.916,4.8,0.14800143,-3.98
0,0,0,511,11.916,3.2,-2.2352014,-3.42
0,0,0,518,10.592,2.4,-1.9703994,-3.1399999
0,0,0,527,9.268,1.6,-1.7055992,-2.86
0,0,0,534,7.9440002,0.8,-1.4408013,-2.86
0,0,0,542,7.9440002,0.8,-1.4408013,-2.58
0,0,0,550,6.62,0,-1.1759993,0
0,0,0,558,5.296,0,-0.9112003,0
0,0,0,566,5.296,-0.8,-3.5592,2.58
0,0,0,574,3.9720001,-0.8,-0.6464002,2.58
0,0,0,581,3.9720001,-0.8,-0.6464002,2.58
0,0,0,588,2.648,0,-0.3815999,0
0,0,0,596,1.324,0,-0.11679983,0
0,0,0,604,1.324,0,-0.11679983,0
0,0,0,611,1.324,0,-2.7648,0
0,0,0,618,0,0,2.6480002,0
0,0,0,625,0,0,0,0
0,0,0,633,0,0,0,0
0,0,0,640,-1.324,0,5.4128003,0
0,0,0,647,-1.324,0,2.7648,0
0,0,0,654,-1.324,0,2.7648,0
0,0,0,662,-1.324,0,2.7648,0
0,0,0,669,0,0,-2.6480002,0
0,0,0,676,0,0,5.53883e-40,0
0,0,0,683,0,0,5.53883e-40,0
0,0,0,691,0,0,0,0
0,0,0,699,0,0,-5.53883e-40,0
0,0,0,707,0,0,5.53883e-40,0
0,0,0,716,0,0,0,0
0,0,0,723,0,0,0,0
0,0,0,732,0,0,-5.53883e-40,0
0,0,0,742,0,0,5.53883e-40,0
0,0,0,750,0,0,0,0
0,0,0,758,0,0,0,0
0,0,0,766,0,0,0,0
0,0,0,773,0,0,0,0
0,0,0,782,0,0,0,0
0,0,0,791,0,0,0,0
0,0,0,804,0,0,0,0
0,0,0,811,0,0,0,0
0,0,0,818,0,0,0,0
0,0,0,825,0,0,0,0
0,0,0,834,0,0,0,0
0,0,0,841,0,0,0,0
0,0,0,848,0,0,0,0
0,0,0,855,0,0,0,0
0,0,0,862,0,0,0,0
0,0,0,870,0,0,0,0
0,0,0,877,0,0,0,0
0,0,0,885,0,0,-3.0801625e-36,0
0,0,0,892,0,0,3.0801625e-36,0
0,0,0,903,0,0,0,0
0,0,0,910,0,0,0,0
0,0,0,918,0,0,0,0
0,0,0,926,0,0,0,0
0,0,0,933,0,0,0,0
0,0,0,941,0,0,0,0
0,0,0,951,0,0,0,0
0,0,0,959,0,0,-3.0801625e-36,0
0,0,0,966,0,0,3.0801625e-36,0
0,0,0,974,0,0,0,0
0,0,0,983,0,0,-5.53883e-40,0
0,0,0,991,0,0,-5.53883e-40,0
0,0,0,998,0,0,0,0
0,0,0,1005,0,0,0,0
0,0,0,1012,0,0,0,0
0,0,0,1019,0,0,0,0
0,0,0,1027,0,0,0,0
0,0,0,1035,0,0,0,0
0,0,0,1043,0,0,0,0
0,0,0,1052,0,0,0,0
0,0,0,1058,0,0,0,0
0,0,0,1066,0,0,5.53883e-40,0
0,0,0,1073,0,0,-5.53883e-40,0
0,0,0,1082,0,0,-5.53883e-40,0
0,0,0,1090,0,0,5.53883e-40,0
0,0,0,1097,0,0,0,0
0,0,0,1104,0,0,-3.0801625e-36,0
0,0,0,1113,0,0,3.0801625e-36,0
0,0,0,1120,0,0,3.0801625e-36,0
0,0,0,1128,0,0,0,0
0,0,0,1136,0,0,0,0
0,0,0,1144,0,0,0,0
0,0,0,1153,0,0,0,0
0,0,0,1160,0,0,0,0
0,0,0,1168,0,0,0,0
0,0,0,1175,0,0,-5.53883e-40,0
0,0,0,1182,0,0,5.53883e-40,0
0,0,0,1190,0,0,5.53883e-40,0
0,0,0,1198,0,0,0,0
0,0,0,1205,0,0,0,0
0,0,0,1214,0,0,0,0
0,0,0,1221,0,0,0,0
0,0,0,1230,0,0,0,0
0,0,0,1237,0,0,0,0
0,0,0,1245,0,0,0,0
0,0,0,1252,0,0,0,0
0,0,0,1260,0,0,0,0
0,0,0,1268,0,0,0,0
0,0,0,1276,0,0,0,0
0,0,0,1282,0,0,0,0
0,0,0,1290,0,0,0,0
0,0,0,1299,0,0,0,0
0,0,0,1307,0,0,0,0
0,0,0,1313,0,0,0,0
0,0,0,1320,0,0,0,0
0,0,0,1326,0,0,0,0
0,0,0,1333,0,0,0,0
0,0,0,1341,0,0,0,0
0,0,0,1349,0,0,0,0
0,0,0,1357,0,0,0,0
0,0,0,1365,0,0,0,0
0,0,0,1372,0,0,0,0
0,0,0,1379,0,0,0,0
0,0,0,1387,0,0,0,0
0,0,0,1393,0,0,0,0
0,0,0,1401,0,0,0,0
0,0,0,1407,0,0,0,0
0,0,0,1415,0,0,0,0
0,0,0,1423,0,0,0,0
0,90,90,1933,0,0,0,0
0,90,90,1940,0,0,0,0
0,90,90,1947,0,0,0,0
