TestN,panSetAngles,tiltSetAngles,currentTimeMS,panAngle,tiltAngle,panVoltage,tiltVoltage
0,0,0,1,43.692,97.6,0,0
0,0,0,7,43.692,97.6,0,0
0,0,0,14,43.692,97.6,0,0
0,0,0,20,43.692,97.6,0,0
0,0,0,27,43.692,97.6,0,0
0,0,0,33,43.692,97.6,0,0
0,0,0,39,43.692,97.6,0,0
0,0,0,46,43.692,97.6,0,0
0,0,0,53,43.692,97.6,0,0
0,0,0,60,43.692,97.6,0,0
0,0,0,67,43.692,97.6,0,0
0,0,0,74,43.692,97.6,0,0
0,0,0,80,43.692,97.6,0,0
0,0,0,88,43.692,97.6,0,0
0,0,0,95,43.692,97.6,0,0
0,0,0,102,43.692,97.6,0,0
0,0,0,109,43.692,97.6,0,0
0,0,0,116,43.692,97.6,0,0
0,0,0,122,43.692,97.6,0,0
0,0,0,128,43.692,97.6,0,0
0,0,0,135,43.692,97.6,0,0
0,0,0,142,43.692,97.6,0,0
0,0,0,148,43.692,97.6,0,0
0,0,0,154,43.692,97.6,0,0
0,0,0,161,43.692,97.6,0,0
0,0,0,168,43.692,97.6,0,0
0,0,0,174,43.692,97.6,0,0
0,0,0,180,43.692,97.6,0,0
0,0,0,186,43.692,97.6,0,0
0,0,0,194,43.692,97.6,0,0
0,0,0,201,43.692,97.6,0,0
0,0,0,208,43.692,97.6,0,0
0,0,0,214,43.692,97.6,0,0
0,0,0,221,43.692,97.6,0,0
0,0,0,227,43.692,97.6,0,0
0,0,0,235,43.692,97.6,0,0
0,0,0,242,43.692,97.6,0,0
0,0,0,249,43.692,97.6,0,0
0,0,0,254,43.692,97.6,0,0
0,0,0,261,43.692,97.6,0,0
0,0,0,268,43.692,97.6,0,0
0,0,0,275,43.692,97.6,0,0
0,0,0,282,43.692,97.6,0,0
0,0,0,289,43.692,97.6,0,0
0,0,0,296,43.692,97.6,0,0
0,0,0,304,43.692,97.6,0,0
0,0,0,313,43.692,97.6,0,0
0,0,0,320,43.692,97.6,0,0
0,0,0,328,43.692,97.6,0,0
0,0,0,336,43.692,97.6,0,0
0,0,0,342,43.692,97.6,0,0
0,0,0,350,43.692,97.6,0,0
0,0,0,357,43.692,97.6,0,0
0,0,0,363,43.692,97.6,0,0
0,0,0,370,43.692,97.6,0,0
0,0,0,378,43.692,97.6,0,0
0,0,0,385,43.692,97.6,0,0
0,0,0,391,43.692,97.6,0,0
0,0,0,398,42.368,96.8,-8.987598,-12
0,0,0,404,38.396,83.200005,-10.1792,-12
0,0,0,411,31.776001,62.4,-6.869204,-12
0,0,0,417,22.508,41.600002,-7.0016,-12
0,0,0,424,11.916,20.800001,-2.897201,-9.58
0,0,0,432,7.9440002,12,-4.0888,-6.5
0,0,0,440,6.62,10.400001,-1.8379995,-5.94
0,0,0,447,6.62,10.400001,-1.8379995,-5.94
0,0,0,455,5.296,8.8,-1.5732002,-5.38
0,0,0,462,3.9720001,7.2000003,-1.3084002,-4.8199997
0,0,0,470,3.9720001,6.4,-1.3084002,-4.8199997
0,0,0,477,2.648,6.4,-3.2944,-4.54
0,0,0,485,2.648,4.8,-1.0436,-3.98
0,0,0,492,1.324,3.2,-0.7788,-3.42
0,0,0,500,1.324,2.4,-2.7648,-3.1399999
0,0,0,508,0,2.4,-2.7648,-3.1399999
0,0,0,515,0,1.6,1.9860001,-2.86
