Axis Count Time
T 34251 04613
T 34252 04616
T 34253 04619
T 34254 04622
T 34255 04625
T 34256 04628
T 34257 04631
T 34258 04634
T 34259 04637
T 34260 04640
T 34261 04643
T 34262 04646
T 34263 04650
T 34264 04653
T 34265 04656
T 34266 04659
T 34267 04662
T 34268 04665
T 34269 04668
T 34270 04671
T 34271 04674
T 34272 04677
T 34273 04680
T 34274 04683
T 34275 04687
T 34276 04690
T 34277 04693
T 34278 04696
T 34279 04699
T 34280 04702
T 34281 04705
T 34282 04708
T 34283 04711
T 34284 04714
T 34285 04718
T 34286 04721
T 34287 04724
T 34288 04727
T 34289 04730
T 34290 04733
T 34291 04736
T 34292 04739
T 34293 04742
T 34294 04745
T 34295 04749
T 34296 04752
T 34297 04755
T 34298 04758
T 34299 04761
T 34300 04764
T 34301 04767
T 34302 04770
T 34303 04773
T 34304 04777
T 34305 04780
T 34306 04783
T 34307 04786
T 34308 04789
T 34309 04792
T 34310 04795
T 34311 04798
T 34312 04801
T 34313 04804
T 34314 04808
T 34315 04811
T 34316 04814
T 34317 04817
T 34318 04820
T 34319 04823
T 34320 04826
T 34321 04829
T 34322 04832
T 34323 04835
T 34324 04838
T 34325 04841
T 34326 04845
T 34327 04848
T 34328 04851
T 34329 04854
T 34330 04857
T 34331 04860
T 34332 04863
T 34333 04866
T 34334 04869
T 34335 04872
T 34336 04876
T 34337 04879
T 34338 04882
T 34339 04885
T 34340 04888
T 34341 04891
T 34342 04894
T 34343 04897
T 34344 04900
T 34345 04903
T 34346 04906
T 34347 04909
T 34348 04913
T 34349 04916
T 34350 04919
T 34351 04922
T 34352 04925
T 34353 04928
T 34354 04931
T 34355 04934
T 34356 04937
T 34357 04941
T 34358 04944
T 34359 04947
T 34360 04950
T 34361 04953
T 34362 04956
T 34363 04959
T 34364 04962
T 34365 04965
T 34366 04969
T 34367 04972
T 34368 04975
T 34369 04978
T 34370 04981
T 34371 04984
T 34372 04987
T 34373 04991
T 34374 04994
T 34375 04997
T 34376 05000
T 34377 05003
T 34378 05006
T 34379 05009
T 34380 05013
T 34381 05016
T 34382 05019
T 34383 05022
T 34384 05025
T 34385 05028
T 34386 05031
T 34387 05035
T 34388 05038
T 34389 05041
T 34390 05044
T 34391 05047
T 34392 05050
T 34393 05053
T 34394 05056
T 34395 05060
T 34396 05063
T 34397 05066
T 34398 05069
T 34399 05072
T 34400 05075
T 34401 05079
T 34402 05082
T 34403 05085
T 34404 05088
T 34405 05091
T 34406 05094
T 34407 05097
T 34408 05100
T 34409 05104
T 34410 05107
T 34411 05110
T 34412 05113
T 34413 05116
T 34414 05119
T 34415 05122
T 34416 05125
T 34417 05129
T 34418 05132
T 34419 05135
T 34420 05138
T 34421 05141
T 34422 05144
T 34423 05147
T 34424 05151
T 34425 05154
T 34426 05157
T 34427 05160
T 34428 05163
T 34429 05166
T 34430 05169
T 34431 05172
T 34432 05175
T 34433 05179
T 34434 05182
T 34435 05185
T 34436 05188
T 34437 05191
T 34438 05194
T 34439 05197
T 34440 05201
T 34441 05204
T 34442 05207
T 34443 05210
T 34444 05213
T 34445 05216
T 34446 05219
T 34447 05223
T 34448 05226
T 34449 05229
T 34450 05232
T 34451 05235
T 34452 05238
T 34453 05241
T 34454 05245
T 34455 05248
T 34456 05251
T 34457 05254
T 34458 05257
T 34459 05260
T 34460 05264
T 34461 05267
T 34462 05270
T 34463 05273
T 34464 05276
T 34465 05279
T 34466 05282
T 34467 05286
T 34468 05289
T 34469 05292
T 34470 05295
T 34471 05298
T 34472 05301
T 34473 05305
T 34474 05308
T 34475 05311
T 34476 05314
T 34477 05317
T 34478 05320
T 34479 05324
T 34480 05327
T 34481 05330
T 34482 05333
T 34483 05336
T 34484 05339
T 34485 05342
T 34486 05346
T 34487 05349
T 34488 05352
T 34489 05355
T 34490 05358
T 34491 05361
T 34492 05365
T 34493 05368
T 34494 05371
T 34495 05374
T 34496 05377
T 34497 05380
T 34498 05383
T 34499 05386
T 34500 05390
T 34501 05393
T 34502 05396
T 34503 05399
T 34504 05402
T 34505 05405
T 34506 05408
T 34507 05411
T 34508 05415
T 34509 05418
T 34510 05421
T 34511 05424
T 34512 05427
T 34513 05430
T 34514 05433
T 34515 05436
