Axis,Voltage,Count,Time
T,9,32768,00000
T,9,32768,00002
T,9,32768,00000
T,9,32768,00002
T,9,32769,00000
T,9,32769,00002
T,9,32769,00004
T,9,32769,00006
T,9,32770,00008
T,9,32770,00010
T,9,32770,00012
T,9,32770,00014
T,9,32770,00016
T,9,32771,00018
T,9,32771,00020
T,9,32771,00022
T,9,32771,00024
T,9,32771,00026
T,9,32772,00028
T,9,32772,00030
T,9,32772,00032
T,9,32772,00034
T,9,32772,00036
T,9,32773,00038
T,9,32773,00040
T,9,32773,00042
T,9,32773,00044
T,9,32774,00046
T,9,32774,00048
T,9,32774,00050
T,9,32774,00052
T,9,32775,00054
T,9,32775,00056
T,9,32775,00058
T,9,32776,00060
T,9,32776,00062
T,9,32777,00064
T,9,32777,00066
T,9,32777,00068
T,9,32778,00070
T,9,32778,00072
T,9,32778,00074
T,9,32779,00076
T,9,32779,00078
T,9,32780,00080
T,9,32780,00082
T,9,32780,00084
T,9,32781,00086
T,9,32781,00088
T,9,32782,00090
T,9,32782,00092
T,9,32782,00094
T,9,32783,00096
T,9,32783,00098
T,9,32784,00100
T,9,32784,00102
T,9,32784,00104
T,9,32785,00106
T,9,32785,00108
T,9,32786,00110
T,9,32786,00112
T,9,32787,00114
T,9,32787,00116
T,9,32787,00118
T,9,32788,00120
T,9,32788,00122
T,9,32789,00124
T,9,32789,00126
T,9,32790,00128
T,9,32790,00130
T,9,32790,00132
T,9,32791,00134
T,9,32791,00136
T,9,32792,00138
T,9,32792,00140
T,9,32793,00142
T,9,32793,00144
T,9,32794,00146
T,9,32794,00148
T,9,32794,00150
T,9,32795,00152
T,9,32795,00154
T,9,32796,00156
T,9,32796,00158
T,9,32797,00160
T,9,32797,00162
T,9,32798,00164
T,9,32798,00166
T,9,32799,00168
T,9,32799,00170
T,9,32799,00172
T,9,32800,00174
T,9,32800,00176
T,9,32801,00178
T,9,32801,00180
T,9,32802,00182
T,9,32802,00184
T,9,32803,00186
T,9,32803,00188
T,9,32803,00190
T,9,32804,00192
T,9,32804,00194
T,9,32805,00196
T,9,32805,00198
T,9,32806,00200
T,9,32806,00202
T,9,32807,00204
T,9,32807,00206
T,9,32808,00208
T,9,32808,00210
T,9,32808,00212
T,9,32809,00214
T,9,32809,00216
T,9,32810,00218
T,9,32810,00220
T,9,32811,00222
T,9,32811,00224
T,9,32812,00226
T,9,32812,00228
T,9,32812,00230
T,9,32813,00232
T,9,32813,00234
T,9,32814,00236
T,9,32814,00238
T,9,32815,00240
T,9,32815,00242
T,9,32816,00244
T,9,32816,00246
T,9,32817,00248
T,9,32817,00250
T,9,32818,00252
T,9,32818,00254
T,9,32818,00256
T,9,32819,00258
T,9,32819,00260
T,9,32820,00262
T,9,32820,00264
T,9,32821,00266
T,9,32821,00268
T,9,32822,00270
T,9,32822,00272
T,9,32823,00274
T,9,32823,00276
T,9,32823,00278
T,9,32824,00280
T,9,32824,00282
T,9,32825,00284
T,9,32825,00286
T,9,32826,00288
T,9,32826,00290
T,9,32827,00292
T,9,32827,00294
T,9,32828,00296
T,9,32828,00298
T,9,32829,00300
T,9,32829,00302
T,9,32829,00304
T,9,32830,00306
T,9,32830,00308
T,9,32831,00310
T,9,32831,00312
T,9,32832,00314
T,9,32832,00316
T,9,32833,00318
T,9,32833,00320
T,9,32834,00322
T,9,32834,00324
T,9,32835,00326
T,9,32835,00328
T,9,32835,00330
T,9,32836,00332
T,9,32836,00334
T,9,32837,00336
T,9,32837,00338
T,9,32838,00340
T,9,32838,00342
T,9,32839,00344
T,9,32839,00346
T,9,32840,00348
T,9,32840,00350
T,9,32840,00352
T,9,32841,00354
T,9,32841,00356
T,9,32842,00358
T,9,32842,00360
T,9,32843,00362
T,9,32843,00364
T,9,32844,00366
T,9,32844,00368
T,9,32845,00370
T,9,32845,00372
T,9,32845,00374
T,9,32846,00376
T,9,32846,00378
T,9,32847,00380
T,9,32847,00382
T,9,32848,00384
T,9,32848,00386
T,9,32849,00388
T,9,32849,00390
T,9,32850,00392
T,9,32850,00394
T,9,32850,00396
T,9,32851,00398
T,9,32851,00400
T,9,32852,00402
T,9,32852,00404
T,9,32853,00406
T,9,32853,00408
T,9,32854,00410
T,9,32854,00412
T,9,32855,00414
T,9,32855,00416
T,9,32855,00418
T,9,32856,00420
T,9,32856,00422
T,9,32857,00424
T,9,32857,00426
T,9,32858,00428
T,9,32858,00430
T,9,32859,00432
T,9,32859,00434
T,9,32859,00436
T,9,32860,00438
T,9,32860,00440
T,9,32861,00442
T,9,32861,00444
T,9,32862,00446
T,9,32862,00448
T,9,32863,00450
T,9,32863,00452
T,9,32864,00454
T,9,32864,00456
T,9,32864,00458
T,9,32865,00460
T,9,32865,00462
T,9,32866,00464
T,9,32866,00466
T,9,32867,00468
T,9,32867,00470
T,9,32868,00472
T,9,32868,00474
T,9,32869,00476
T,9,32869,00478
T,9,32869,00480
T,9,32870,00482
T,9,32870,00484
T,9,32871,00486
T,9,32871,00488
T,9,32872,00490
T,9,32872,00492
T,9,32873,00494
T,9,32873,00496
T,9,32874,00498
T,9,32874,00500
T,9,32874,00502
T,9,32875,00504
T,9,32875,00506
T,9,32876,00508
T,9,32876,00510
T,9,32877,00512
T,9,32877,00514
T,9,32878,00516
T,9,32878,00518
T,9,32878,00520
T,9,32879,00522
T,9,32879,00524
T,9,32880,00526
T,9,32880,00528
T,9,32881,00530
T,9,32881,00532
T,9,32882,00534
T,9,32882,00536
T,9,32883,00538
T,9,32883,00540
T,9,32883,00542
T,9,32884,00544
T,9,32884,00546
T,9,32885,00548
T,9,32885,00550
T,9,32886,00552
T,9,32886,00554
T,9,32887,00556
T,9,32887,00558
T,9,32887,00560
T,9,32888,00562
T,9,32888,00564
T,9,32889,00566
T,9,32889,00568
T,9,32890,00570
T,9,32890,00572
T,9,32891,00574
T,9,32891,00576
T,9,32892,00578
T,9,32892,00580
T,9,32892,00582
T,9,32893,00584
T,9,32893,00586
T,9,32894,00588
T,9,32894,00590
T,9,32895,00592
T,9,32895,00594
T,9,32896,00596
T,9,32896,00598
T,9,32897,00600
T,9,32897,00602
T,9,32897,00604
T,9,32898,00606
T,9,32898,00608
T,9,32899,00610
T,9,32899,00612
T,9,32900,00614
T,9,32900,00616
T,9,32901,00618
T,9,32901,00620
T,9,32902,00622
T,9,32902,00624
T,9,32902,00626
T,9,32903,00628
T,9,32903,00630
T,9,32904,00632
T,9,32904,00634
T,9,32905,00636
T,9,32905,00638
T,9,32906,00640
T,9,32906,00642
T,9,32907,00644
T,9,32907,00646
T,9,32907,00648
T,9,32908,00650
T,9,32908,00652
T,9,32909,00654
T,9,32909,00656
T,9,32910,00658
T,9,32910,00660
T,9,32911,00662
T,9,32911,00664
T,9,32912,00666
T,9,32912,00668
T,9,32912,00670
T,9,32913,00672
T,9,32913,00674
T,9,32914,00676
T,9,32914,00678
T,9,32915,00680
T,9,32915,00682
T,9,32916,00684
T,9,32916,00686
T,9,32917,00688
T,9,32917,00690
T,9,32917,00692
T,9,32918,00694
T,9,32918,00696
T,9,32919,00698
T,9,32919,00700
T,9,32920,00702
T,9,32920,00704
T,9,32921,00706
T,9,32921,00708
T,9,32922,00710
T,9,32922,00712
T,9,32922,00714
T,9,32923,00716
T,9,32923,00718
T,9,32924,00720
T,9,32924,00722
T,9,32925,00724
T,9,32925,00726
T,9,32926,00728
T,9,32926,00730
T,9,32927,00732
T,9,32927,00734
T,9,32927,00736
T,9,32928,00738
T,9,32928,00740
T,9,32929,00742
T,9,32929,00744
T,9,32930,00746
T,9,32930,00748
T,9,32931,00750
T,9,32931,00752
T,9,32932,00754
T,9,32932,00756
T,9,32932,00758
T,9,32933,00760
T,9,32933,00762
T,9,32934,00764
T,9,32934,00766
T,9,32935,00768
T,9,32935,00770
T,9,32936,00772
T,9,32936,00774
T,9,32937,00776
T,9,32937,00778
T,9,32937,00780
T,9,32938,00782
T,9,32938,00784
T,9,32939,00786
T,9,32939,00788
T,9,32940,00790
T,9,32940,00792
T,9,32941,00794
T,9,32941,00796
T,9,32942,00798
T,9,32942,00800
T,9,32943,00802
T,9,32943,00804
T,9,32943,00806
T,9,32944,00808
T,9,32944,00810
T,9,32945,00812
T,9,32945,00814
T,9,32946,00816
T,9,32946,00818
T,9,32947,00820
T,9,32947,00822
T,9,32947,00824
T,9,32948,00826
T,9,32948,00828
T,9,32949,00830
T,9,32949,00832
T,9,32950,00834
T,9,32950,00836
T,9,32951,00838
T,9,32951,00840
T,9,32952,00842
T,9,32952,00844
T,9,32952,00846
T,9,32953,00848
T,9,32953,00850
T,9,32954,00852
T,9,32954,00854
T,9,32955,00856
T,9,32955,00858
T,9,32956,00860
T,9,32956,00862
T,9,32956,00864
T,9,32957,00866
T,9,32957,00868
T,9,32958,00870
T,9,32958,00872
T,9,32959,00874
T,9,32959,00876
