Axis,Voltage,Count,Time
T,-9,32768,00000
T,-9,32768,00002
T,-9,32768,00004
T,-9,32768,00006
T,-9,32767,00008
T,-9,32767,00010
T,-9,32767,00012
T,-9,32767,00014
T,-9,32767,00016
T,-9,32766,00018
T,-9,32766,00020
T,-9,32766,00022
T,-9,32766,00024
T,-9,32765,00026
T,-9,32765,00028
T,-9,32765,00030
T,-9,32765,00032
T,-9,32765,00034
T,-9,32764,00036
T,-9,32764,00038
T,-9,32764,00040
T,-9,32764,00042
T,-9,32764,00044
T,-9,32763,00046
T,-9,32763,00048
T,-9,32763,00050
T,-9,32763,00052
T,-9,32762,00054
T,-9,32762,00056
T,-9,32762,00058
T,-9,32761,00060
T,-9,32761,00062
T,-9,32761,00064
T,-9,32760,00066
T,-9,32760,00068
T,-9,32759,00070
T,-9,32759,00072
T,-9,32759,00074
T,-9,32758,00076
T,-9,32758,00078
T,-9,32757,00080
T,-9,32757,00082
T,-9,32757,00084
T,-9,32756,00086
T,-9,32756,00088
T,-9,32755,00090
T,-9,32755,00092
T,-9,32755,00094
T,-9,32754,00096
T,-9,32754,00098
T,-9,32753,00100
T,-9,32753,00102
T,-9,32752,00104
T,-9,32752,00106
T,-9,32752,00108
T,-9,32751,00110
T,-9,32751,00112
T,-9,32750,00114
T,-9,32750,00116
T,-9,32749,00118
T,-9,32749,00120
T,-9,32749,00122
T,-9,32748,00124
T,-9,32748,00126
T,-9,32747,00128
T,-9,32747,00130
T,-9,32746,00132
T,-9,32746,00134
T,-9,32745,00136
T,-9,32745,00138
T,-9,32744,00140
T,-9,32744,00142
T,-9,32743,00144
T,-9,32743,00146
T,-9,32742,00148
T,-9,32742,00150
T,-9,32742,00152
T,-9,32741,00154
T,-9,32741,00156
T,-9,32740,00158
T,-9,32740,00160
T,-9,32739,00162
T,-9,32739,00164
T,-9,32738,00166
T,-9,32738,00168
T,-9,32737,00170
T,-9,32737,00172
T,-9,32736,00174
T,-9,32736,00176
T,-9,32736,00178
T,-9,32735,00180
T,-9,32735,00182
T,-9,32734,00184
T,-9,32734,00186
T,-9,32733,00188
T,-9,32733,00190
T,-9,32732,00192
T,-9,32732,00194
T,-9,32731,00196
T,-9,32731,00198
T,-9,32730,00200
T,-9,32730,00202
T,-9,32729,00204
T,-9,32729,00206
T,-9,32728,00208
T,-9,32728,00210
T,-9,32728,00212
T,-9,32727,00214
T,-9,32727,00216
T,-9,32726,00218
T,-9,32726,00220
T,-9,32725,00222
T,-9,32725,00224
T,-9,32724,00226
T,-9,32724,00228
T,-9,32723,00230
T,-9,32723,00232
T,-9,32722,00234
T,-9,32722,00236
T,-9,32721,00238
T,-9,32721,00240
T,-9,32720,00242
T,-9,32720,00244
T,-9,32719,00246
T,-9,32719,00248
T,-9,32718,00250
T,-9,32718,00252
T,-9,32718,00254
T,-9,32717,00256
T,-9,32717,00258
T,-9,32716,00260
T,-9,32716,00262
T,-9,32715,00264
T,-9,32715,00266
T,-9,32714,00268
T,-9,32714,00270
T,-9,32713,00272
T,-9,32713,00274
T,-9,32712,00276
T,-9,32712,00278
T,-9,32711,00280
T,-9,32711,00282
T,-9,32710,00284
T,-9,32710,00286
T,-9,32709,00288
T,-9,32709,00290
T,-9,32709,00292
T,-9,32708,00294
T,-9,32708,00296
T,-9,32707,00298
T,-9,32707,00300
T,-9,32706,00302
T,-9,32706,00304
T,-9,32705,00306
T,-9,32705,00308
T,-9,32704,00310
T,-9,32704,00312
T,-9,32703,00314
T,-9,32703,00316
T,-9,32702,00318
T,-9,32702,00320
T,-9,32701,00322
T,-9,32701,00324
T,-9,32700,00326
T,-9,32700,00328
T,-9,32700,00330
T,-9,32699,00332
T,-9,32699,00334
T,-9,32698,00336
T,-9,32698,00338
T,-9,32697,00340
T,-9,32697,00342
T,-9,32696,00344
T,-9,32696,00346
T,-9,32695,00348
T,-9,32695,00350
T,-9,32694,00352
T,-9,32694,00354
T,-9,32693,00356
T,-9,32693,00358
T,-9,32692,00360
T,-9,32692,00362
T,-9,32692,00364
T,-9,32691,00366
T,-9,32691,00368
T,-9,32690,00370
T,-9,32690,00372
T,-9,32689,00374
T,-9,32689,00376
T,-9,32688,00378
T,-9,32688,00380
T,-9,32687,00382
T,-9,32687,00384
T,-9,32686,00386
T,-9,32686,00388
T,-9,32685,00390
T,-9,32685,00392
T,-9,32684,00394
T,-9,32684,00396
T,-9,32684,00398
T,-9,32683,00400
T,-9,32683,00402
T,-9,32682,00404
T,-9,32682,00406
T,-9,32681,00408
T,-9,32681,00410
T,-9,32680,00412
T,-9,32680,00414
T,-9,32679,00416
T,-9,32679,00418
T,-9,32678,00420
T,-9,32678,00422
T,-9,32677,00424
T,-9,32677,00426
T,-9,32676,00428
T,-9,32676,00430
T,-9,32676,00432
T,-9,32675,00434
T,-9,32675,00436
T,-9,32674,00438
T,-9,32674,00440
T,-9,32673,00442
T,-9,32673,00444
T,-9,32672,00446
T,-9,32672,00448
T,-9,32671,00450
T,-9,32671,00452
T,-9,32670,00454
T,-9,32670,00456
T,-9,32669,00458
T,-9,32669,00460
T,-9,32668,00462
T,-9,32668,00464
T,-9,32668,00466
T,-9,32667,00468
T,-9,32667,00470
T,-9,32666,00472
T,-9,32666,00474
T,-9,32665,00476
T,-9,32665,00478
T,-9,32664,00480
T,-9,32664,00482
T,-9,32663,00484
T,-9,32663,00486
T,-9,32662,00488
T,-9,32662,00490
T,-9,32661,00492
T,-9,32661,00494
T,-9,32660,00496
T,-9,32660,00498
T,-9,32659,00500
T,-9,32659,00502
T,-9,32659,00504
T,-9,32658,00506
T,-9,32658,00508
T,-9,32657,00510
T,-9,32657,00512
T,-9,32656,00514
T,-9,32656,00516
T,-9,32655,00518
T,-9,32655,00520
T,-9,32654,00522
T,-9,32654,00524
T,-9,32653,00526
T,-9,32653,00528
T,-9,32652,00530
T,-9,32652,00532
T,-9,32651,00534
T,-9,32651,00536
T,-9,32650,00538
T,-9,32650,00540
T,-9,32650,00542
T,-9,32649,00544
T,-9,32649,00546
T,-9,32648,00548
T,-9,32648,00550
T,-9,32647,00552
T,-9,32647,00554
T,-9,32646,00556
T,-9,32646,00558
T,-9,32645,00560
T,-9,32645,00562
T,-9,32644,00564
T,-9,32644,00566
T,-9,32643,00568
T,-9,32643,00570
T,-9,32642,00572
T,-9,32642,00574
T,-9,32642,00576
T,-9,32641,00578
T,-9,32641,00580
T,-9,32640,00582
T,-9,32640,00584
T,-9,32639,00586
T,-9,32639,00588
T,-9,32638,00590
T,-9,32638,00592
T,-9,32637,00594
T,-9,32637,00596
T,-9,32636,00598
T,-9,32636,00600
T,-9,32635,00602
T,-9,32635,00604
T,-9,32634,00606
T,-9,32634,00608
T,-9,32634,00610
T,-9,32633,00612
T,-9,32633,00614
T,-9,32632,00616
T,-9,32632,00618
T,-9,32631,00620
T,-9,32631,00622
T,-9,32630,00624
T,-9,32630,00626
T,-9,32629,00628
T,-9,32629,00630
T,-9,32628,00632
T,-9,32628,00634
T,-9,32627,00636
T,-9,32627,00638
T,-9,32627,00640
T,-9,32626,00642
T,-9,32626,00644
T,-9,32625,00646
T,-9,32625,00648
T,-9,32624,00650
T,-9,32624,00652
T,-9,32623,00654
T,-9,32623,00656
T,-9,32622,00658
T,-9,32622,00660
T,-9,32621,00662
T,-9,32621,00664
T,-9,32620,00666
T,-9,32620,00668
T,-9,32620,00670
T,-9,32619,00672
T,-9,32619,00674
T,-9,32618,00676
T,-9,32618,00678
T,-9,32617,00680
T,-9,32617,00682
T,-9,32616,00684
T,-9,32616,00686
T,-9,32615,00688
T,-9,32615,00690
T,-9,32614,00692
T,-9,32614,00694
T,-9,32614,00696
T,-9,32613,00698
T,-9,32613,00700
T,-9,32612,00702
T,-9,32612,00704
T,-9,32611,00706
T,-9,32611,00708
T,-9,32610,00710
T,-9,32610,00712
T,-9,32609,00714
T,-9,32609,00716
T,-9,32608,00718
T,-9,32608,00720
T,-9,32607,00722
T,-9,32607,00724
T,-9,32607,00726
T,-9,32606,00728
T,-9,32606,00730
T,-9,32605,00732
T,-9,32605,00734
T,-9,32604,00736
T,-9,32604,00738
T,-9,32603,00740
T,-9,32603,00742
T,-9,32602,00744
T,-9,32602,00746
T,-9,32602,00748
T,-9,32601,00750
T,-9,32601,00752
T,-9,32600,00754
T,-9,32600,00756
T,-9,32599,00758
T,-9,32599,00760
T,-9,32598,00762
T,-9,32598,00764
T,-9,32597,00766
T,-9,32597,00768
T,-9,32596,00770
T,-9,32596,00772
T,-9,32596,00774
T,-9,32595,00776
T,-9,32595,00778
T,-9,32594,00780
T,-9,32594,00782
T,-9,32593,00784
T,-9,32593,00786
T,-9,32592,00788
T,-9,32592,00790
T,-9,32591,00792
T,-9,32591,00794
T,-9,32591,00796
T,-9,32590,00798
T,-9,32590,00800
T,-9,32589,00802
T,-9,32589,00804
